Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-29 14:00:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:00:24,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:00:32,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:00:40,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:00:48,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:00:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:01:04,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:01:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:01:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:01:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:01:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:01:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:01:52,$ Bad Value,$ Bad Value,$ Bad Value
