Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-25 14:56:48,Standby Now,220,20
2024-10-25 14:56:56,Laser Fire !,220,24
2024-10-25 14:57:04,Laser Fire !,220,26
2024-10-25 14:57:12,Laser Fire !,220,17
2024-10-25 14:57:20,Laser Fire !,220,29
2024-10-25 14:57:28,Laser Fire !,220,29
2024-10-25 14:57:36,Laser Fire !,220,15
2024-10-25 14:57:44,Laser Fire !,220,22
2024-10-25 14:57:52,Laser Fire !,220,26
2024-10-25 14:58:01,Laser Fire !,220,19
2024-10-25 14:58:09,Laser Fire !,220,25
2024-10-25 14:58:17,Laser Fire !,220,29
2024-10-25 14:58:25,Laser Fire !,220,28
2024-10-25 14:58:33,Laser Fire !,220,18
2024-10-25 14:58:41,Laser Fire !,220,22
2024-10-25 14:58:49,Laser Fire !,220,28
2024-10-25 14:58:57,Laser Fire !,220,22
2024-10-25 14:59:05,Laser Fire !,220,23
2024-10-25 14:59:13,Laser Fire !,220,19
2024-10-25 14:59:21,Laser Fire !,220,24
2024-10-25 14:59:29,Laser Fire !,220,24
2024-10-25 14:59:37,Laser Fire !,220,17
2024-10-25 14:59:45,Laser Fire !,220,22
2024-10-25 14:59:53,Laser Fire !,220,25
2024-10-25 15:00:01,Laser Fire !,220,19
2024-10-25 15:00:09,Laser Fire !,220,26
2024-10-25 15:00:17,Laser Fire !,220,27
2024-10-25 15:00:25,Laser Fire !,220,17
2024-10-25 15:00:33,Laser Fire !,220,23
2024-10-25 15:00:41,Laser Fire !,220,21
2024-10-25 15:00:50,Laser Fire !,220,23
2024-10-25 15:00:58,Laser Fire !,220,28
2024-10-25 15:01:06,Laser Fire !,220,26
2024-10-25 15:01:14,Laser Fire !,220,26
2024-10-25 15:01:22,Laser Fire !,220,28
2024-10-25 15:01:30,Laser Fire !,220,19
2024-10-25 15:01:38,Laser Fire !,220,16
2024-10-25 15:01:46,Laser Fire !,220,26
2024-10-25 15:01:54,Laser Fire !,220,19
2024-10-25 15:02:02,Laser Fire !,220,21
2024-10-25 15:02:10,Laser Fire !,220,29
2024-10-25 15:02:18,Laser Fire !,220,17
2024-10-25 15:02:26,Laser Fire !,220,26
2024-10-25 15:02:34,Laser Fire !,220,15
2024-10-25 15:02:42,Laser Fire !,220,25
2024-10-25 15:02:50,Laser Fire !,220,19
2024-10-25 15:02:58,Laser Fire !,220,24
2024-10-25 15:03:06,Laser Fire !,220,18
2024-10-25 15:03:14,Laser Fire !,220,30
2024-10-25 15:03:22,Laser Fire !,220,29
2024-10-25 15:03:30,Laser Fire !,220,22
2024-10-25 15:03:38,Laser Fire !,220,23
2024-10-25 15:03:47,Laser Fire !,220,26
2024-10-25 15:03:55,Laser Fire !,220,19
2024-10-25 15:04:03,Laser Fire !,220,21
2024-10-25 15:04:11,Laser Fire !,220,28
2024-10-25 15:04:19,Laser Fire !,220,24
2024-10-25 15:04:27,Laser Fire !,220,19
2024-10-25 15:04:35,Laser Fire !,220,27
2024-10-25 15:04:43,Laser Fire !,220,23
2024-10-25 15:04:51,Laser Fire !,220,28
2024-10-25 15:04:59,Laser Fire !,220,28
2024-10-25 15:05:07,Laser Fire !,220,22
2024-10-25 15:05:15,Laser Fire !,220,16
2024-10-25 15:05:23,Laser Fire !,220,25
2024-10-25 15:05:31,Laser Fire !,220,19
2024-10-25 15:05:39,Laser Fire !,220,28
2024-10-25 15:05:47,Laser Fire !,220,30
2024-10-25 15:05:55,Laser Fire !,220,15
2024-10-25 15:06:03,Laser Fire !,220,23
2024-10-25 15:06:11,Laser Fire !,220,26
2024-10-25 15:06:19,Laser Fire !,220,26
2024-10-25 15:06:27,Laser Fire !,220,23
2024-10-25 15:06:36,Laser Fire !,220,26
2024-10-25 15:06:44,Laser Fire !,220,17
2024-10-25 15:06:52,Laser Fire !,220,23
2024-10-25 15:07:00,Laser Fire !,220,18
2024-10-25 15:07:08,Laser Fire !,220,15
2024-10-25 15:07:16,Laser Fire !,220,22
2024-10-25 15:07:24,Laser Fire !,220,28
2024-10-25 15:07:32,Laser Fire !,220,24
2024-10-25 15:07:40,Laser Fire !,220,25
