Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-25 19:13:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:13:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:13:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:13:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:13:42,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:13:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:13:58,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:14:06,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:14:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:14:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:14:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:14:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:14:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:14:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:15:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:15:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:15:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:15:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:15:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:15:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:15:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:15:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:16:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:16:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:16:23,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:16:31,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:16:39,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:16:47,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:16:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:17:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:17:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:17:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:17:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:17:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:17:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:17:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:17:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:18:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:18:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:18:23,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:18:31,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:18:40,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:18:48,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:18:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:19:04,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:19:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:19:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:19:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:19:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:19:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:19:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:20:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:20:08,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:20:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:20:24,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:20:32,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:20:40,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:20:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:20:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:21:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:21:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:21:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:21:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:21:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:21:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:21:53,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:22:01,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:22:09,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:22:17,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:22:25,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:22:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:22:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:22:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:22:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:23:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:23:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:23:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:23:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:23:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:23:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:23:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:24:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:24:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:24:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:24:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:24:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:24:42,$ Bad Value,$ Bad Value,$ Bad Value
