Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-04 18:44:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:44:58,"$FIRE$ Bad Value",$ Bad Value,$ Bad Value
2024-11-04 18:45:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:06,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:47,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:45:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:46:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:46:04,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:46:08,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:46:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:46:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:46:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:46:24,$ Bad Value,$ Bad Value,$ Bad Value
