Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-25 18:46:29,$ Bad Value,$ Bad Value,"$ Bad Value$ Bad Value"
2024-10-25 18:46:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:46:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:46:53,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:47:01,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:47:09,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:47:17,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:47:25,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:47:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:47:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:47:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:47:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:48:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:48:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:48:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:48:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:48:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:48:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:48:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:49:02,$ Bad Value,$ Bad Value,$ Bad Value
