Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-25 19:28:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:29:04,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:29:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:29:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:29:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:29:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:29:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:29:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:30:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:30:08,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:30:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:30:24,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:30:32,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:30:40,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:30:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:30:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:31:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:31:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:31:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:31:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:31:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:31:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:31:53,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:32:01,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:32:09,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:32:17,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:32:25,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:32:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:32:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:32:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:32:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:33:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:33:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:33:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:33:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:33:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:33:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:33:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:34:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:34:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:34:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:34:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:34:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:34:42,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:34:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:34:58,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:35:06,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:35:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:35:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:35:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:35:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:35:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:35:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:36:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:36:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:36:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:36:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:36:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:36:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:36:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:36:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:37:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:37:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:37:23,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:37:31,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:37:39,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:37:47,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:37:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:38:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:38:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 19:38:19,$ Bad Value,$ Bad Value,$ Bad Value
