Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-25 18:35:47,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:35:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:36:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:36:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:36:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:36:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:36:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:36:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:36:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:36:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:37:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:37:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:37:23,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:37:31,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:37:39,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:37:47,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:37:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:38:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:38:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:38:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:38:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:38:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:38:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:38:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:39:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:39:08,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:39:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:39:24,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:39:32,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:39:40,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:39:48,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:39:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:40:04,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:40:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:40:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:40:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:40:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:40:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:40:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:41:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:41:08,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:41:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:41:25,"$STANDBY$ Bad Value",$ Bad Value,$ Bad Value
2024-10-25 18:41:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:41:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:41:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:41:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:42:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:42:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:42:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:42:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:42:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:42:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:42:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:43:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:43:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:43:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:43:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:43:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:43:42,$ Bad Value,$ Bad Value,$ Bad Value
