Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-05 11:20:21,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:20:29,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:20:37,Laser Fire !,$QSDELAY 220,$LTEMF 21
2024-11-05 11:20:45,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:20:53,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:21:01,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:21:09,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:21:17,Laser Fire !,$QSDELAY 220,$LTEMF 20
2024-11-05 11:21:25,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:21:33,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:21:41,Laser Fire !,$QSDELAY 220,$LTEMF 21
2024-11-05 11:21:49,Laser Fire !,$QSDELAY 220,$LTEMF 27
2024-11-05 11:21:57,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:22:05,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:22:14,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:22:22,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:22:30,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:22:38,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:22:46,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:22:54,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:23:02,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:23:10,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:23:18,Laser Fire !,$QSDELAY 220,$LTEMF 21
2024-11-05 11:23:26,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:23:34,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:23:42,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:23:50,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:23:58,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:24:06,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:24:14,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:24:22,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:24:30,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:24:38,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:24:46,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:24:55,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:25:03,Laser Fire !,$QSDELAY 220,$LTEMF 18
2024-11-05 11:25:11,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:25:19,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:25:27,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:25:35,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:25:43,Laser Fire !,$QSDELAY 220,$LTEMF 21
2024-11-05 11:25:51,Laser Fire !,$QSDELAY 220,$LTEMF 17
2024-11-05 11:25:59,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:26:07,Laser Fire !,$QSDELAY 220,$LTEMF 17
2024-11-05 11:26:15,Laser Fire !,$QSDELAY 220,$LTEMF 21
2024-11-05 11:26:23,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:26:31,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:26:39,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:26:47,Laser Fire !,$QSDELAY 220,$LTEMF 27
2024-11-05 11:26:55,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:27:03,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:27:11,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:27:19,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:27:27,Laser Fire !,$QSDELAY 220,$LTEMF 20
2024-11-05 11:27:35,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:27:43,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:27:52,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:28:00,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:28:08,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:28:16,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:28:24,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:28:32,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:28:40,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:28:48,Laser Fire !,$QSDELAY 220,$LTEMF 27
2024-11-05 11:28:56,Laser Fire !,$QSDELAY 220,$LTEMF 20
2024-11-05 11:29:04,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:29:12,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:29:20,Laser Fire !,$QSDELAY 220,$LTEMF 18
2024-11-05 11:29:28,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:29:36,Laser Fire !,$QSDELAY 220,$LTEMF 20
2024-11-05 11:29:44,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:29:52,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:30:00,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:30:08,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:30:16,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:30:24,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:30:32,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:30:41,Laser Fire !,$QSDELAY 220,$LTEMF 18
2024-11-05 11:30:49,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:30:57,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:31:05,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:31:13,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:31:21,Laser Fire !,$QSDELAY 220,$LTEMF 18
2024-11-05 11:31:29,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:31:37,Laser Fire !,$QSDELAY 220,$LTEMF 27
2024-11-05 11:31:45,Laser Fire !,$QSDELAY 220,$LTEMF 17
2024-11-05 11:31:53,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:32:01,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:32:09,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:32:17,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:32:25,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:32:33,Laser Fire !,$QSDELAY 220,$LTEMF 21
2024-11-05 11:32:41,Laser Fire !,$QSDELAY 220,$LTEMF 20
2024-11-05 11:32:49,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:32:57,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:33:05,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:33:13,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:33:21,Laser Fire !,$QSDELAY 220,$LTEMF 27
2024-11-05 11:33:30,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:33:38,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:33:46,Laser Fire !,$QSDELAY 220,$LTEMF 18
2024-11-05 11:33:54,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:34:02,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:34:10,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:34:18,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:34:26,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:34:34,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:34:42,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:34:50,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:34:58,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:35:06,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:35:14,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:35:22,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:35:30,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:35:38,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:35:46,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:35:54,Laser Fire !,$QSDELAY 220,$LTEMF 21
2024-11-05 11:36:02,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:36:10,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:36:18,Laser Fire !,$QSDELAY 220,$LTEMF 17
2024-11-05 11:36:27,Laser Fire !,$QSDELAY 220,$LTEMF 27
2024-11-05 11:36:35,Laser Fire !,$QSDELAY 220,$LTEMF 27
2024-11-05 11:36:43,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:36:51,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:36:59,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:37:07,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:37:15,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:37:23,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:37:31,Laser Fire !,$QSDELAY 220,$LTEMF 17
2024-11-05 11:37:39,Laser Fire !,$QSDELAY 220,$LTEMF 17
2024-11-05 11:37:47,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:37:55,Laser Fire !,$QSDELAY 220,$LTEMF 27
2024-11-05 11:38:03,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:38:11,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:38:19,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:38:27,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:38:35,Laser Fire !,$QSDELAY 220,$LTEMF 20
2024-11-05 11:38:43,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:38:51,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:38:59,Laser Fire !,$QSDELAY 220,$LTEMF 26
2024-11-05 11:39:07,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:39:16,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:39:24,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:39:32,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:39:40,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:39:48,Laser Fire !,$QSDELAY 220,$LTEMF 21
2024-11-05 11:39:56,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:40:04,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:40:12,Laser Fire !,$QSDELAY 220,$LTEMF 19
2024-11-05 11:40:20,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:40:28,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:40:36,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:40:44,Laser Fire !,$QSDELAY 220,$LTEMF 24
2024-11-05 11:40:52,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:41:00,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:41:08,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:41:16,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:41:24,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:41:32,Laser Fire !,$QSDELAY 220,$LTEMF 15
2024-11-05 11:41:40,Laser Fire !,$QSDELAY 220,$LTEMF 17
2024-11-05 11:41:48,Laser Fire !,$QSDELAY 220,$LTEMF 20
2024-11-05 11:41:56,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:42:05,Laser Fire !,$QSDELAY 220,$LTEMF 22
2024-11-05 11:42:13,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:42:21,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:42:29,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:42:37,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:42:45,Laser Fire !,$QSDELAY 220,$LTEMF 25
2024-11-05 11:42:53,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:43:01,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:43:09,Laser Fire !,$QSDELAY 220,$LTEMF 23
2024-11-05 11:43:17,Laser Fire !,$QSDELAY 220,$LTEMF 29
2024-11-05 11:43:25,Laser Fire !,$QSDELAY 220,$LTEMF 30
2024-11-05 11:43:33,Laser Fire !,$QSDELAY 220,$LTEMF 28
2024-11-05 11:43:41,Laser Fire !,$QSDELAY 220,$LTEMF 16
2024-11-05 11:43:49,Laser Fire !,$QSDELAY 220,$LTEMF 24
