Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-04 18:52:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:52:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:52:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:52:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:52:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:52:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:53:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:53:08,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:53:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:53:24,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:53:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:53:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:53:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:53:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:54:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:54:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:54:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:54:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:54:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:54:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:54:53,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:55:01,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:55:09,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:55:17,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:55:25,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:55:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:55:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:55:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:55:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:56:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:56:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:56:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:56:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:56:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:56:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:56:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:57:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:57:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:57:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:57:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:57:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:57:42,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:57:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:57:58,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:58:06,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:58:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:58:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:58:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:58:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:58:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:58:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:59:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:59:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:59:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:59:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:59:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:59:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:59:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:59:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:00:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:00:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:00:23,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:00:31,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:00:39,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:00:47,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:00:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:01:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:01:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:01:19,$ Bad Value,$ Bad Value,$ Bad Value
