Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-04 18:24:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:24:42,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:24:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:24:58,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:25:06,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:25:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:25:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:25:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:25:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:25:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:25:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:26:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:26:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:26:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:26:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:26:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:26:42,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:26:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:26:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:27:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:27:15,$ Bad Value,$ Bad Value,$ Bad Value
