Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-04 19:33:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:33:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:33:24,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:33:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:33:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:33:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:34:08,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:34:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:34:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:34:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:34:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:35:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:35:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:35:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:35:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:35:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:36:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:36:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:36:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:36:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:36:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:36:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:37:06,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:37:17,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:37:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:37:39,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:37:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:38:01,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:38:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:38:23,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:38:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:38:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:38:56,$ Bad Value,$ Bad Value,$ Bad Value
