Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-04 18:17:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:17:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:17:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:17:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:17:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:17:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:18:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:18:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:18:24,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:18:32,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:18:40,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:18:48,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:18:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:19:04,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:19:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:19:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:19:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 18:19:36,$ Bad Value,$ Bad Value,$ Bad Value
