Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-08-22 10:19:14,Unknown command. Type 'help' for a list of commands.,220,16
2024-08-22 10:19:22,Unknown command. Type 'help' for a list of commands.,220,26
2024-08-22 10:19:30,Unknown command. Type 'help' for a list of commands.,220,22
2024-08-22 10:19:38,Unknown command. Type 'help' for a list of commands.,220,26
2024-08-22 10:19:46,Unknown command. Type 'help' for a list of commands.,220,17
2024-08-22 10:19:54,Unknown command. Type 'help' for a list of commands.,220,25
2024-08-22 10:20:02,Unknown command. Type 'help' for a list of commands.,220,22
2024-08-22 10:20:10,Unknown command. Type 'help' for a list of commands.,220,21
2024-08-22 10:20:18,Unknown command. Type 'help' for a list of commands.,220,28
2024-08-22 10:20:26,Unknown command. Type 'help' for a list of commands.,220,16
2024-08-22 10:20:34,Unknown command. Type 'help' for a list of commands.,220,30
2024-08-22 10:20:43,Unknown command. Type 'help' for a list of commands.,220,27
2024-08-22 10:20:51,Unknown command. Type 'help' for a list of commands.,220,25
