Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-29 14:25:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:25:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:26:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:26:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:26:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:26:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:26:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:26:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:26:53,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:27:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:27:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:27:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-29 14:27:26,$ Bad Value,$ Bad Value,$ Bad Value
