Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-04 19:52:42,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:52:53,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:53:04,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:53:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:53:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:53:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:53:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:54:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:54:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:54:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:54:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:54:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:54:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:55:06,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:55:17,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:55:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:55:39,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:55:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:56:01,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:56:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:56:23,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:56:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:56:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:56:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:57:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:57:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:57:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:57:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:57:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:58:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:58:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:58:25,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:58:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:58:47,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:58:58,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:59:09,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:59:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:59:31,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:59:42,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 19:59:53,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:00:04,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:00:15,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:00:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:00:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:00:48,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:00:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:01:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:01:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:01:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:01:44,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:01:55,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:02:06,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:02:17,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:02:28,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:02:39,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:02:50,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:03:01,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:03:12,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:03:23,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:03:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:03:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:03:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:04:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:04:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:04:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:04:40,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:04:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:05:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:05:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:05:25,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:05:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:05:47,$ Bad Value,$ Bad Value,$ Bad Value
