Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-08-22 10:27:32,Unknown command. Type 'help' for a list of commands.,220,15
2024-08-22 10:27:40,Unknown command. Type 'help' for a list of commands.,220,28
2024-08-22 10:27:48,Unknown command. Type 'help' for a list of commands.,220,17
2024-08-22 10:27:56,Unknown command. Type 'help' for a list of commands.,220,27
2024-08-22 10:28:04,Unknown command. Type 'help' for a list of commands.,220,25
2024-08-22 10:28:12,Unknown command. Type 'help' for a list of commands.,220,26
2024-08-22 10:28:21,Unknown command. Type 'help' for a list of commands.,220,17
2024-08-22 10:28:29,Unknown command. Type 'help' for a list of commands.,220,26
2024-08-22 10:28:37,Unknown command. Type 'help' for a list of commands.,220,16
2024-08-22 10:28:45,Unknown command. Type 'help' for a list of commands.,220,18
2024-08-22 10:28:53,Unknown command. Type 'help' for a list of commands.,220,28
2024-08-22 10:29:01,Unknown command. Type 'help' for a list of commands.,220,23
2024-08-22 10:29:09,Unknown command. Type 'help' for a list of commands.,220,27
2024-08-22 10:29:17,Unknown command. Type 'help' for a list of commands.,220,17
2024-08-22 10:29:25,Unknown command. Type 'help' for a list of commands.,220,17
