Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-08-22 09:19:13,Laser is Runing,220,25
2024-08-22 09:19:21,Laser is Runing,220,28
2024-08-22 09:19:29,Laser is Runing,220,16
2024-08-22 09:19:37,Laser is Runing,220,15
2024-08-22 09:19:45,Laser is Runing,220,16
2024-08-22 09:19:53,Laser is Runing,220,16
2024-08-22 09:20:02,Laser is Runing,220,18
2024-08-22 09:20:10,Laser is Runing,220,26
2024-08-22 09:20:18,Laser is Runing,220,15
2024-08-22 09:20:26,Laser is Runing,220,18
2024-08-22 09:20:34,Laser is Runing,220,30
2024-08-22 09:20:42,Laser is Runing,220,18
2024-08-22 09:20:50,Laser is Runing,220,16
2024-08-22 09:20:58,Laser is Runing,220,16
2024-08-22 09:21:06,Laser is Runing,220,21
2024-08-22 09:21:14,Laser is Runing,220,17
2024-08-22 09:21:22,Laser is Runing,220,25
2024-08-22 09:21:30,Laser is Runing,220,21
2024-08-22 09:21:38,Laser is Runing,220,28
2024-08-22 09:21:46,Laser is Runing,220,26
2024-08-22 09:21:54,Laser is Runing,220,29
2024-08-22 09:22:02,Laser is Runing,220,29
2024-08-22 09:22:10,Laser is Runing,220,17
2024-08-22 09:22:18,Laser is Runing,220,21
2024-08-22 09:22:26,Laser is Runing,220,16
2024-08-22 09:22:34,Laser is Runing,220,16
2024-08-22 09:22:42,Laser is Runing,220,16
2024-08-22 09:22:51,Laser is Runing,220,21
2024-08-22 09:22:59,Laser is Runing,220,27
2024-08-22 09:23:07,Laser is Runing,220,25
2024-08-22 09:23:15,Laser is Runing,220,27
2024-08-22 09:23:23,Laser is Runing,220,25
2024-08-22 09:23:31,Laser is Runing,220,19
2024-08-22 09:23:39,Laser is Runing,220,17
2024-08-22 09:23:47,Laser is Runing,220,22
2024-08-22 09:23:55,Laser is Runing,220,19
2024-08-22 09:24:03,Laser is Runing,220,23
2024-08-22 09:24:11,Laser is Runing,220,26
2024-08-22 09:24:19,Laser is Runing,220,18
2024-08-22 09:24:27,Laser is Runing,220,23
2024-08-22 09:24:35,Laser is Runing,220,17
2024-08-22 09:24:43,Laser is Runing,220,29
2024-08-22 09:24:51,Laser is Runing,220,21
2024-08-22 09:24:59,Laser is Runing,220,23
2024-08-22 09:25:07,Laser is Runing,220,24
2024-08-22 09:25:15,Laser is Runing,220,27
2024-08-22 09:25:23,Laser is Runing,220,19
2024-08-22 09:25:31,Laser is Runing,220,20
2024-08-22 09:25:40,Laser is Runing,220,15
2024-08-22 09:25:48,Laser is Runing,220,29
2024-08-22 09:25:56,Laser is Runing,220,19
2024-08-22 09:26:04,Laser is Runing,220,21
2024-08-22 09:26:12,Laser is Runing,220,26
2024-08-22 09:26:20,Laser is Runing,220,28
2024-08-22 09:26:28,Laser is Runing,220,15
2024-08-22 09:26:36,Laser is Runing,220,19
2024-08-22 09:26:44,Laser is Runing,220,19
2024-08-22 09:26:52,Laser is Runing,220,29
2024-08-22 09:27:00,Laser is Runing,220,17
2024-08-22 09:27:08,Laser is Runing,220,16
2024-08-22 09:27:16,Laser is Runing,220,28
2024-08-22 09:27:24,Laser is Runing,220,16
2024-08-22 09:27:32,Laser is Runing,220,18
2024-08-22 09:27:40,Laser is Runing,220,28
2024-08-22 09:27:48,Laser is Runing,220,22
2024-08-22 09:27:56,Laser is Runing,220,25
2024-08-22 09:28:04,Laser is Runing,220,28
2024-08-22 09:28:12,Laser is Runing,220,18
2024-08-22 09:28:21,Laser is Runing,220,21
2024-08-22 09:28:29,Laser is Runing,220,21
2024-08-22 09:28:37,Laser is Runing,220,28
