Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-11-04 20:06:26,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:06:37,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:06:48,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:06:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:07:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:07:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:07:32,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:07:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:07:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:08:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:08:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:08:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:08:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:08:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:09:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:09:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:09:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:09:33,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:09:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:09:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:10:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:10:18,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:10:29,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:10:40,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:10:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:11:02,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:11:13,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:11:24,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:11:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:11:46,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:11:57,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:12:08,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:12:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:12:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:12:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:12:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:13:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:13:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:13:25,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:13:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:13:48,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:13:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:14:10,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:14:21,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:14:32,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:14:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:14:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:15:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:15:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:15:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:15:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:15:49,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:16:00,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:16:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:16:22,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:16:34,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:16:45,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:16:56,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:17:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:17:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:17:30,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:17:41,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:17:52,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:18:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:18:14,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:18:25,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:18:36,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:18:47,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:18:58,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:19:09,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:19:20,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:19:32,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:19:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:19:54,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:20:05,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:20:16,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:20:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:20:38,$ Bad Value,$ Bad Value,$ Bad Value
2024-11-04 20:20:49,$ Bad Value,$ Bad Value,$ Bad Value
