Timestamp,Machine Status,QSDELAY,Internal Temperature (°C)
2024-10-25 18:20:03,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:20:11,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:20:19,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:20:27,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:20:35,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:20:43,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:20:51,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:20:59,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:21:07,$ Bad Value,$ Bad Value,$ Bad Value
2024-10-25 18:21:16,$ Bad Value,$ Bad Value,$ Bad Value
